"Binomial.Name","specialization_FAG","Class","Order","Family","Habitats_IUCN","specialization"
"Larus melanocephalus","agriculture","Aves","Charadriiformes","Laridae","Grassland - Temperate [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]","agriculture"
"Larus michahellis","agriculture","Aves","Charadriiformes","Laridae","Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Marine Neritic - Estuaries [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Aquaculture Ponds [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Coastal/Supratidal - Sea Cliffs and Rocky Offshore Islands [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Ponds (below 8ha) [Suitable]; Artificial/Aquatic - Salt Exploitation Sites [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Artificial/Aquatic - Water Storage Areas (over 8ha) [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]","agriculture"
"Larus ridibundus","agriculture","Aves","Charadriiformes","Laridae","Marine Intertidal - Tidepools [Suitable]; Marine Coastal/Supratidal - Coastal Sand Dunes [Suitable]; Marine Neritic - Estuaries [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Marine Neritic - Subtidal Sandy-Mud [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Neritic - Seagrass (Submerged) [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Subtidal Rock and Rocky Reefs [Suitable]; Marine Neritic - Pelagic [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Marine Neritic - Subtidal Loose Rock/pebble/gravel [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Macroalgal/Kelp [Suitable]; Marine Neritic - Subtidal Sandy [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]","agriculture"
"Leiopicus medius","forest","Aves","Piciformes","Picidae","Forest - Temperate [Suitable]; Forest - Subtropical/Tropical Dry [Suitable]","forest"
"Leiothrix lutea","forest","Aves","Passeriformes","Leiothrichidae","Forest - Subtropical/Tropical Moist Montane [Suitable]; Shrubland - Subtropical/Tropical High Altitude [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Forest - Subtropical/Tropical Moist Lowland [Suitable]; Shrubland - Subtropical/Tropical Moist [Suitable]","forest"
"Lemmus lemmus","generalist","Mammalia","Rodentia","Cricetidae","Grassland - Subarctic [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Grassland - Tundra [Suitable]; Shrubland - Boreal [Suitable]; Shrubland - Subarctic [Suitable]","generalist"
"Lepus capensis","agriculture","Mammalia","Lagomorpha","Leporidae","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Temperate [Suitable]","agriculture"
"Lepus castroviejoi","generalist","Mammalia","Lagomorpha","Leporidae","Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Temperate [Suitable]; Forest - Temperate [Marginal]; Grassland - Temperate [Suitable]","generalist"
"Lepus corsicanus","generalist","Mammalia","Lagomorpha","Leporidae","Introduced vegetation [Unknown]; Shrubland - Temperate [Suitable]; Marine Coastal/Supratidal - Coastal Sand Dunes [Unknown]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Marginal]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Marginal]","generalist"
"Lepus europaeus","generalist","Mammalia","Lagomorpha","Leporidae","Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Marginal]; Forest - Boreal [Marginal]; Grassland - Temperate [Suitable]; Forest - Temperate [Marginal]","generalist"
"Lepus granatensis","generalist","Mammalia","Lagomorpha","Leporidae","Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Forest - Temperate [Suitable]; Grassland - Temperate [Suitable]","generalist"
"Lepus timidus","generalist","Mammalia","Lagomorpha","Leporidae","Grassland - Temperate [Suitable]; Shrubland - Boreal [Suitable]; Grassland - Tundra [Suitable]; Shrubland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Grassland - Subarctic [Suitable]","generalist"
"Limosa lapponica","generalist","Aves","Charadriiformes","Scolopacidae","Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Marine Neritic - Estuaries [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]","generalist"
"Limosa limosa","agriculture","Aves","Charadriiformes","Scolopacidae","Artificial/Aquatic - Aquaculture Ponds [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Marine Neritic - Estuaries [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Wastewater Treatment Areas [Suitable]","agriculture"
"Linaria cannabina","agriculture","Aves","Passeriformes","Fringillidae","Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Shrubland - Temperate [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Grassland - Temperate [Suitable]","agriculture"
"Linaria flavirostris","generalist","Aves","Passeriformes","Fringillidae","Grassland - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Shrubland - Temperate [Suitable]; Rocky areas (eg. inland cliffs, mountain peaks) [Suitable]; Grassland - Temperate [Suitable]","generalist"
"Locustella fluviatilis","forest","Aves","Passeriformes","Locustellidae","Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Shrubland - Subtropical/Tropical Moist [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Savanna - Dry [Suitable]; Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]","forest"
"Locustella lanceolata","forest","Aves","Passeriformes","Locustellidae","Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Grassland - Temperate [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]","forest"
"Locustella luscinioides","generalist","Aves","Passeriformes","Locustellidae","Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Shrubland - Subtropical/Tropical Moist [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Savanna - Dry [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Forest - Subtropical/Tropical Moist Lowland [Suitable]","generalist"
"Locustella naevia","agriculture","Aves","Passeriformes","Locustellidae","Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Shrubland - Temperate [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Pastureland [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]","agriculture"
"Lonchura punctulata","generalist","Aves","Passeriformes","Estrildidae","Forest - Subtropical/Tropical Moist Lowland [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Shrubland - Subtropical/Tropical Moist [Suitable]; Forest - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Grassland - Subtropical/Tropical Dry [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]","generalist"
"Lophophanes cristatus","forest","Aves","Passeriformes","Paridae","Shrubland - Temperate [Suitable]; Forest - Temperate [Suitable]; Forest - Boreal [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]","forest"
"Loxia curvirostra","forest","Aves","Passeriformes","Fringillidae","Forest - Temperate [Suitable]; Forest - Boreal [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]","forest"
"Loxia leucoptera","forest","Aves","Passeriformes","Fringillidae","Forest - Temperate [Suitable]; Forest - Boreal [Suitable]","forest"
"Loxia pytyopsittacus","forest","Aves","Passeriformes","Fringillidae","Forest - Temperate [Suitable]; Forest - Boreal [Suitable]","forest"
"Loxia scotica","forest","Aves","Passeriformes","Fringillidae","Forest - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]","forest"
"Lullula arborea","generalist","Aves","Passeriformes","Alaudidae","Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Forest - Boreal [Suitable]; Forest - Temperate [Suitable]; Shrubland - Temperate [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Grassland - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]","generalist"
"Luscinia luscinia","generalist","Aves","Passeriformes","Muscicapidae","Forest - Temperate [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Shrubland - Temperate [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]","generalist"
"Luscinia megarhynchos","generalist","Aves","Passeriformes","Muscicapidae","Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Forest - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Forest - Temperate [Suitable]; Shrubland - Subtropical/Tropical Dry [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Forest - Temperate [Suitable]; Artificial/Terrestrial - Urban Areas [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Shrubland - Temperate [Suitable]; Forest - Subtropical/Tropical Moist Lowland [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]","generalist"
"Luscinia svecica","generalist","Aves","Passeriformes","Muscicapidae","Artificial/Terrestrial - Urban Areas [Suitable]; Shrubland - Boreal [Suitable]; Artificial/Terrestrial - Rural Gardens [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Shrubland - Mediterranean-type Shrubby Vegetation [Suitable]; Artificial/Aquatic - Aquaculture Ponds [Suitable]; Grassland - Tundra [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Terrestrial - Plantations [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Artificial/Terrestrial - Arable Land [Suitable]; Forest - Temperate [Suitable]; Artificial/Aquatic - Irrigated Land (includes irrigation channels) [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Artificial/Aquatic - Canals and Drainage Channels, Ditches [Suitable]; Wetlands (inland) - Freshwater Springs and Oases [Suitable]; Grassland - Temperate [Suitable]; Forest - Boreal [Suitable]; Shrubland - Temperate [Suitable]","generalist"
"Lutra lutra","generalist","Mammalia","Carnivora","Mustelidae","Wetlands (inland) - Seasonal/Intermittent/Irregular Rivers/Streams/Creeks [Suitable]; Marine Coastal/Supratidal - Coastal Brackish/Saline Lagoons/Marine Lakes [Suitable]; Wetlands (inland) - Permanent Inland Deltas [Suitable]; Marine Intertidal - Rocky Shoreline [Suitable]; Marine Coastal/Supratidal - Coastal Freshwater Lakes [Suitable]; Wetlands (inland) - Permanent Rivers/Streams/Creeks (includes waterfalls) [Suitable]; Wetlands (inland) - Shrub Dominated Wetlands [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Lakes and Flats [Suitable]; Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Wetlands (inland) - Permanent Freshwater Lakes (over 8ha) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Lakes (over 8ha) [Suitable]; Marine Intertidal - Mud Flats and Salt Flats [Suitable]; Marine Intertidal - Tidepools [Suitable]; Wetlands (inland) - Alpine Wetlands (includes temporary waters from snowmelt) [Suitable]; Marine Neritic - Pelagic [Suitable]; Wetlands (inland) - Permanent Freshwater Marshes/Pools (under 8ha) [Suitable]; Marine Intertidal - Sandy Shoreline and/or Beaches, Sand Bars, Spits, Etc [Suitable]; Marine Intertidal - Shingle and/or Pebble Shoreline and/or Beaches [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Wetlands (inland) - Freshwater Springs and Oases [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Wetlands (inland) - Permanent Saline, Brackish or Alkaline Lakes [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]","generalist"
"Lymnocryptes minimus","generalist","Aves","Charadriiformes","Scolopacidae","Artificial/Aquatic - Wastewater Treatment Areas [Suitable]; Marine Intertidal - Salt Marshes (Emergent Grasses) [Suitable]; Forest - Temperate [Suitable]; Forest - Boreal [Suitable]; Wetlands (inland) - Bogs, Marshes, Swamps, Fens, Peatlands [Suitable]; Wetlands (inland) - Seasonal/Intermittent Saline, Brackish or Alkaline Marshes/Pools [Suitable]; Artificial/Aquatic - Seasonally Flooded Agricultural Land [Suitable]; Wetlands (inland) - Tundra Wetlands (incl. pools and temporary waters from snowmelt) [Suitable]; Wetlands (inland) - Seasonal/Intermittent Freshwater Marshes/Pools (under 8ha) [Suitable]; Grassland - Subtropical/Tropical Seasonally Wet/Flooded [Suitable]","generalist"
